LifeZone,AIDBSPP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Sumatran lowland rain forests,Other broadleaved species - Genus type,0.0,2.4120121375040684,10.284967372916356,21.67315055312213,34.44708735483637,47.137602697992875,58.897208495930045,69.32332632245773,78.29555177475312,85.8562418814724,92.13129360692629,97.28104043958473,101.47169731255006,104.86003584243623,107.58619239486119,109.77124610819673,111.51743371468412,112.90969379379064,114.01776778935319,114.89842148209036,115.59755661023217,116.15210489221671,116.59166703603204,116.93989765062767,117.21565615766731,117.43395185723531,117.6067131471323,117.74340948968816,117.85155179889553,117.93709347069519,118.00475083419148,118.05825862715088,118.10057330654094,118.13403461964744,118.16049386438469,118.18141561901218,118.19795837464486,118.2110384118504,118.2213803821347,118.22955734831113,118.236022472259,118.2411340873135,118.24517553314283,118.24837084519575,118.2508971638467,118.25289454828905,118.25447373745794,118.25572228713813,118.25670942281496,118.25748987689387,118.2581069227704
Sumatran montane rain forests,Other broadleaved species - Genus type,0.0,2.4120121375040684,10.284967372916356,21.67315055312213,34.44708735483637,47.137602697992875,58.897208495930045,69.32332632245773,78.29555177475312,85.8562418814724,92.13129360692629,97.28104043958473,101.47169731255006,104.86003584243623,107.58619239486119,109.77124610819673,111.51743371468412,112.90969379379064,114.01776778935319,114.89842148209036,115.59755661023217,116.15210489221671,116.59166703603204,116.93989765062767,117.21565615766731,117.43395185723531,117.6067131471323,117.74340948968816,117.85155179889553,117.93709347069519,118.00475083419148,118.05825862715088,118.10057330654094,118.13403461964744,118.16049386438469,118.18141561901218,118.19795837464486,118.2110384118504,118.2213803821347,118.22955734831113,118.236022472259,118.2411340873135,118.24517553314283,118.24837084519575,118.2508971638467,118.25289454828905,118.25447373745794,118.25572228713813,118.25670942281496,118.25748987689387,118.2581069227704
